number,总价,单价,行政区,小区,建筑面积,建成时间,建筑类型,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,更新时间,房屋用途,房屋年限,地铁
525,455,40947,白云,时代玫瑰园,111.12,2004,塔楼,西南,3室2厅1厨2卫,低楼层/共13层,低楼层,共13层,精装,两梯六户,有,70年,2018-03-22,普通住宅,满五年,地铁
526,280,28748,白云,白云山制药厂前山宿舍,97.4,1995,塔楼,南,3室2厅1厨1卫,高楼层/共6层,高楼层,共6层,其他,一梯六户,无,70年,2018-03-16,普通住宅,满五年,
527,300,32641,白云,广州富力城,91.91,2007,塔楼,东,3室2厅1厨1卫,中楼层/共17层,中楼层,共17层,其他,两梯六户,有,70年,2018-03-15,普通住宅,满五年,
528,520,35987,白云,汇侨新城南区,144.5,2000,塔楼,东,4室1厅1厨1卫,高楼层/共17层,高楼层,共17层,其他,两梯八户,有,70年,2018-03-27,普通住宅,满五年,
529,450,39753,海珠,富景花园,113.2,2003,塔楼,北,3室2厅1厨2卫,中楼层/共32层,中楼层,共32层,其他,两梯十二户,有,70年,2017-11-06,普通住宅,满五年,地铁
530,950,64185,海珠,富力银禧花园,148.01,2008,塔楼,南,4室2厅1厨2卫,低楼层/共29层,低楼层,共29层,精装,三梯六户,有,70年,2017-11-30,普通住宅,满五年,
531,245,38902,海珠,益鹏翠苑,62.98,2003,塔楼,北,2室2厅1厨1卫,中楼层/共16层,中楼层,共16层,其他,一梯十二户,有,70年,2018-04-11,普通住宅,满五年,地铁
532,635,48847,海珠,逸景翠园,130,2002,塔楼,南,4室2厅1厨2卫,高楼层/共13层,高楼层,共13层,其他,一梯六户,有,70年,2017-12-03,普通住宅,满五年,
533,580,67356,天河,银汇华庭银汇大厦,86.11,2009,塔楼,南,2室2厅1厨1卫,中楼层/共32层,中楼层,共32层,其他,三梯十二户,有,70年,2018-03-22,普通住宅,满五年,地铁
534,185,30834,番禺,祈福新村海晴居,60,2003,板楼,北,2室2厅1厨1卫,高楼层/共6层,高楼层,共6层,其他,一梯四户,无,70年,2018-04-09,普通住宅,满五年,
535,238,38375,白云,卡布奇诺,62.02,2012,塔楼,南,2室2厅1厨1卫,高楼层/共6层,高楼层,共6层,精装,一梯四户,暂无数据,70年,2018-03-18,普通住宅,满五年,地铁
536,400,46822,天河,天河峰景大厦,85.43,2008,塔楼,东,3室2厅1厨1卫,高楼层/共32层,高楼层,共32层,简装,三梯八户,有,70年,2018-04-07,普通住宅,满五年,地铁
537,258,53417,海珠,珠江新岸公寓,48.3,2009,塔楼,南,1室1厅1厨1卫,中楼层/共32层,中楼层,共32层,精装,五梯二十七户,有,70年,2018-03-06,普通住宅,满五年,
538,410,46068,天河,南国嘉园,89,2005,塔楼,南,3室2厅1厨1卫,高楼层/共24层,高楼层,共24层,其他,两梯八户,有,70年,2018-04-01,普通住宅,满五年,地铁
539,630,48781,天河,翠湖山庄,129.15,1999,塔楼,东,3室2厅1厨2卫,中楼层/共26层,中楼层,共26层,简装,三梯八户,有,70年,2018-03-15,普通住宅,满五年,
540,300,37291,黄埔,金碧领秀国际,80.45,2007,塔楼,北,2室2厅1厨1卫,高楼层/共33层,高楼层,共33层,简装,两梯八户,有,70年,2017-08-24,普通住宅,满五年,
541,540,37500,白云,富力桃园,144,2004,塔楼,东南,4室2厅1厨2卫,中楼层/共24层,中楼层,共24层,其他,两梯六户,有,70年,2018-03-23,普通住宅,满五年,地铁
542,520,41261,番禺,广州雅居乐花园天域锦园,126.03,2010,塔楼,南,3室2厅1厨2卫,高楼层/共20层,高楼层,共20层,精装,两梯三户,有,70年,2018-03-26,普通住宅,满五年,地铁
543,410,37963,白云,富力桃园,108,2004,塔楼,东 西,3室2厅1厨2卫,中楼层/共24层,中楼层,共24层,其他,两梯六户,有,70年,2018-03-17,普通住宅,满五年,地铁
544,320,45925,天河,乐雅苑,69.68,2000,塔楼,北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯八户,无,70年,2018-03-19,普通住宅,满五年,地铁
545,298,32392,番禺,祈福新村翠怡居,92,1995,板楼,北,3室2厅1厨2卫,低楼层/共5层,低楼层,共5层,简装,一梯两户,无,70年,2018-03-21,普通住宅,满五年,
546,260,38830,白云,时代玫瑰园,66.96,2004,塔楼,东北,2室2厅1厨1卫,高楼层/共13层,高楼层,共13层,简装,两梯六户,有,70年,2018-01-19,普通住宅,满五年,地铁
547,280,44658,海珠,绿茵翠庭,62.7,2002,塔楼,南,2室1厅1厨1卫,中楼层/共11层,中楼层,共11层,简装,一梯八户,有,70年,2018-03-06,普通住宅,满五年,
548,308,38091,荔湾,荔景华庭,80.86,2011,塔楼,南,2室2厅1厨1卫,中楼层/共15层,中楼层,共15层,简装,三梯四户,有,70年,2018-04-05,普通住宅,满五年,地铁
549,330,33156,白云,东湖映月,99.53,2012,塔楼,南,3室2厅1厨2卫,中楼层/共33层,中楼层,共33层,其他,两梯六户,有,70年,2017-08-01,普通住宅,满五年,
550,260,41936,越秀,金麓山庄,62,2005,塔楼,西北,2室2厅1厨1卫,低楼层/共7层,低楼层,共7层,精装,一梯十九户,有,70年,2017-10-23,普通住宅,满五年,
551,170,27869,番禺,祈福新村湖景居,61,1995,板楼,北,2室2厅1厨1卫,中楼层/共4层,中楼层,共4层,其他,一梯一户,无,70年,2018-03-30,普通住宅,满五年,
552,180,19405,白云,新市花园一期,92.76,1994,塔楼,北,4室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2017-03-05,普通住宅,满五年,
553,528,48000,白云,天河御品,110,2010,塔楼,南,3室2厅1厨1卫,中楼层/共25层,中楼层,共25层,简装,两梯六户,有,70年,2017-05-09,普通住宅,满五年,地铁
554,351,45000,天河,加拿大花园,78,1995,塔楼,东,2室2厅1厨1卫,中楼层/共28层,中楼层,共28层,其他,三梯十二户,有,70年,2017-10-27,普通住宅,满五年,
555,125,29003,越秀,宝汉直街54号大院,43.1,,塔楼,北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯五户,无,70年,2017-08-12,普通住宅,满五年,地铁
556,190,20162,白云,广花五路新市新街,94.24,,塔楼,北,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,无,70年,2017-12-19,普通住宅,满五年,
557,500,38760,番禺,广州星河湾畅心园,129,2001,塔楼,东北,3室2厅1厨2卫,中楼层/共9层,中楼层,共9层,简装,一梯四户,有,70年,2018-01-21,普通住宅,满五年,
558,580,45803,天河,金田花苑,126.63,1997,塔楼,北,3室2厅1厨2卫,高楼层/共10层,高楼层,共10层,简装,一梯四户,有,70年,2017-04-17,普通住宅,满五年,
559,550,52885,天河,骏景花园,104,2003,塔楼,北,3室2厅1厨2卫,中楼层/共20层,中楼层,共20层,简装,两梯六户,有,70年,2018-03-15,普通住宅,满五年,
560,338,43052,白云,岭南新世界,78.51,2008,塔楼,西北,2室1厅1厨1卫,低楼层/共17层,低楼层,共17层,精装,两梯六户,有,70年,2018-04-05,普通住宅,满五年,地铁
561,350,34054,荔湾,惠城花园,102.78,1996,塔楼,东北,2室2厅1厨1卫,中楼层/共25层,中楼层,共25层,其他,三梯十二户,有,70年,2017-12-13,普通住宅,满五年,地铁
562,278,31392,黄埔,龙光峰景华庭,88.56,2009,塔楼,东南,3室2厅1厨1卫,中楼层/共18层,中楼层,共18层,精装,两梯九户,有,70年,2018-03-29,普通住宅,满五年,
563,370,34837,天河,豪景花园,106.21,2007,塔楼,北,4室1厅1厨1卫,低楼层/共19层,低楼层,共19层,精装,两梯十二户,有,70年,2017-09-07,普通住宅,满五年,地铁
564,450,21740,增城,翡翠绿洲森林半岛,207,2011,塔楼,南 北,4室2厅0厨2卫,高楼层/共14层,高楼层,共14层,毛坯,一梯四户,有,70年,2016-01-08,普通住宅,满五年,
565,1180,89057,天河,方圆月岛,132.5,2009,塔楼,南,3室2厅0厨2卫,低楼层/共46层,低楼层,共46层,精装,两梯三户,有,70年,2016-01-30,普通住宅,满五年,地铁
566,290,28432,白云,云山居,102,2000,塔楼,东南,3室2厅1厨2卫,中楼层/共6层,中楼层,共6层,简装,一梯四户,无,70年,2016-02-03,普通住宅,满五年,
567,206,26011,番禺,祈福新村湖景居,79.2,1995,板楼,南 北,3室2厅1厨1卫,中楼层/共4层,中楼层,共4层,其他,一梯一户,无,70年,2017-08-08,普通住宅,满五年,
568,155,43897,荔湾,新光城市广场,35.31,2003,塔楼,北,1室1厅1厨1卫,高楼层/共19层,高楼层,共19层,简装,三梯十五户,有,70年,2018-01-26,普通住宅,满五年,地铁
569,170,25000,番禺,石基城市花园,68,2005,板楼,西南,2室2厅1厨1卫,中楼层/共6层,中楼层,共6层,简装,一梯三户,无,70年,2017-12-07,普通住宅,满五年,
570,185,21216,番禺,富丽家园乳芳园,87.2,1995,塔楼,南,3室1厅1厨1卫,高楼层/共7层,高楼层,共7层,简装,一梯四户,无,70年,2018-04-11,普通住宅,满五年,
571,180,23842,白云,汇侨新城东区,75.5,2000,塔楼,东北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯八户,无,70年,2017-10-22,普通住宅,满五年,
572,228,25025,增城,碧桂园凤凰城凤馨苑,91.11,2002,塔楼,南,3室2厅1厨1卫,中楼层/共11层,中楼层,共11层,简装,一梯四户,有,70年,2018-01-15,普通住宅,满五年,
573,308,47385,天河,时尚明苑,65,2006,塔楼,北,2室1厅1厨1卫,高楼层/共11层,高楼层,共11层,简装,两梯六户,有,70年,2017-09-26,普通住宅,满五年,地铁
574,325,41614,天河,富力天朗明居N区,78.1,2002,塔楼,北,2室1厅1厨1卫,低楼层/共26层,低楼层,共26层,其他,两梯八户,有,70年,2016-12-30,普通住宅,满五年,地铁
575,200,32993,荔湾,翔景苑,60.62,2000,塔楼,北,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,简装,一梯四户,无,70年,2018-03-23,普通住宅,满五年,地铁
576,222,25228,番禺,丽江花园丽影楼,88,1993,塔楼,西南,3室1厅1厨2卫,低楼层/共9层,低楼层,共9层,简装,一梯八户,无,70年,2017-10-22,普通住宅,满五年,地铁
577,240,34286,白云,富力阳光美居,70,2001,塔楼,东南,2室1厅1厨1卫,高楼层/共15层,高楼层,共15层,其他,两梯八户,有,70年,2018-03-07,普通住宅,满五年,
578,330,41250,天河,盈彩美居,80,2003,塔楼,北,2室2厅1厨1卫,低楼层/共12层,低楼层,共12层,精装,两梯六户,有,70年,2017-02-25,普通住宅,满五年,
579,380,50905,天河,六运小区,74.65,1993,塔楼,东南,2室2厅1厨1卫,中楼层/共8层,中楼层,共8层,精装,一梯六户,无,70年,2018-03-20,普通住宅,满五年,地铁
580,290,34098,白云,富力桃园,85.05,2004,塔楼,西北,2室2厅1厨1卫,高楼层/共24层,高楼层,共24层,其他,两梯六户,有,70年,2017-09-22,普通住宅,满五年,地铁
581,305,38130,天河,旭景家园D区,79.99,2002,塔楼,北,3室2厅1厨1卫,高楼层/共15层,高楼层,共15层,简装,两梯六户,有,70年,2017-09-16,普通住宅,满五年,
582,288,23802,番禺,祈福水城,121,2008,塔楼,南,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,其他,两梯四户,有,70年,2017-11-15,普通住宅,满五年,
583,300,48388,天河,富力天朗明居N区,62,2002,塔楼,东,2室1厅1厨1卫,高楼层/共22层,高楼层,共22层,其他,两梯八户,有,70年,2017-11-21,普通住宅,满五年,地铁
584,350,42683,天河,紫林居,82,2000,塔楼,南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯四户,无,70年,2018-02-24,普通住宅,满五年,地铁
585,200,32373,白云,汇侨新城北区,61.78,2000,塔楼,西北,2室1厅1厨1卫,高楼层/共17层,高楼层,共17层,简装,两梯十二户,有,70年,2017-10-23,普通住宅,满五年,
586,336,43395,荔湾,荔港南湾,77.43,2008,塔楼,东北,2室2厅1厨1卫,高楼层/共32层,高楼层,共32层,精装,两梯六户,有,70年,2017-12-15,普通住宅,满五年,地铁
587,290,40697,海珠,心江南,71.26,2009,塔楼,南,2室1厅1厨1卫,中楼层/共30层,中楼层,共30层,其他,三梯四户,有,70年,2017-05-15,普通住宅,满五年,
588,155,24749,白云,晓翠苑闲情居,62.63,1999,塔楼,西北,2室1厅1厨1卫,高楼层/共8层,高楼层,共8层,简装,一梯六户,无,70年,2017-10-14,普通住宅,满五年,
589,340,52084,越秀,小北路仁安新街,65.28,1996,塔楼,北,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯三户,无,70年,2018-03-09,普通住宅,满五年,地铁
590,175,30173,番禺,祈福新村青怡居,58,1995,板楼,南,2室2厅1厨1卫,高楼层/共5层,高楼层,共5层,简装,一梯四户,无,70年,2017-10-15,普通住宅,满五年,
591,620,46747,海珠,金碧花园第三金碧,132.63,2000,塔楼,东南,4室2厅1厨2卫,高楼层/共32层,高楼层,共32层,精装,两梯六户,有,70年,2018-04-08,普通住宅,满五年,
592,280,23291,白云,广园云苑新村,120.22,1999,塔楼,南 北,4室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2018-03-30,普通住宅,满五年,
593,185,31897,越秀,下塘西路,58,1993,塔楼,东南,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯两户,无,70年,2017-06-10,普通住宅,满五年,地铁
594,260,71527,天河,天诚广场世纪华都,36.35,2001,塔楼,东,1室1厅1厨1卫,中楼层/共31层,中楼层,共31层,简装,三梯十二户,有,70年,2017-07-07,普通住宅,满五年,地铁
595,950,55047,海珠,滨江1933,172.58,2007,塔楼,东南,3室2厅1厨2卫,中楼层/共31层,中楼层,共31层,简装,一梯四户,暂无数据,70年,2018-04-09,普通住宅,满五年,地铁
596,218,28312,番禺,自在城市花园,77,2004,塔楼,东,2室1厅1厨1卫,高楼层/共10层,高楼层,共10层,简装,一梯四户,有,70年,2017-09-18,普通住宅,满五年,
597,280,36712,海珠,前进路明远大街,76.27,,塔楼,南,3室2厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯两户,无,70年,2018-04-04,普通住宅,满五年,地铁
598,125,24680,白云,泽德花园,50.65,1998,塔楼,西,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯两户,无,70年,2018-01-05,普通住宅,满五年,
599,205,22528,增城,翡翠绿洲森林半岛,91,2011,塔楼,南 北,2室2厅1厨1卫,低楼层/共14层,低楼层,共14层,其他,一梯四户,有,70年,2018-03-01,普通住宅,满五年,
600,193,31130,天河,棠德花园,62,1997,塔楼,西,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,无,70年,2017-12-11,普通住宅,满五年,
601,285,35625,黄埔,万科城市花园,80,2003,塔楼,东北,2室1厅1厨1卫,低楼层/共11层,低楼层,共11层,简装,一梯三户,有,70年,2017-12-09,普通住宅,满五年,地铁
602,205,33065,海珠,保利红棉花园,62,1997,塔楼,北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,无,70年,2017-12-20,普通住宅,满五年,地铁
603,472,44626,黄埔,怡港花园,105.77,1999,塔楼,东南,3室2厅1厨2卫,高楼层/共17层,高楼层,共17层,其他,两梯十户,有,70年,2017-07-31,普通住宅,满五年,地铁
604,170,20263,番禺,德祥路祥安大街,83.9,,塔楼,南,2室2厅1厨1卫,中楼层/共6层,中楼层,共6层,精装,一梯四户,暂无数据,70年,2018-01-29,普通住宅,满五年,
605,203,27067,白云,汇侨新城东区,75,2000,塔楼,东北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,无,70年,2018-03-13,普通住宅,满五年,
606,150,24704,番禺,祈福新村D区,60.72,1995,板楼,南,2室2厅1厨1卫,中楼层/共4层,中楼层,共4层,其他,一梯一户,无,70年,2017-11-11,普通住宅,满五年,
607,740,59424,天河,华景新城芳满庭园,124.53,2005,塔楼,南,4室2厅1厨2卫,高楼层/共36层,高楼层,共36层,精装,三梯九户,有,70年,2017-11-03,普通住宅,满五年,
608,860,78218,越秀,嘉富广场东山一品,109.95,2010,塔楼,北,3室2厅1厨2卫,高楼层/共30层,高楼层,共30层,简装,两梯四户,有,70年,2016-07-19,普通住宅,满五年,地铁
609,275,37008,白云,富力桃园,74.31,2004,塔楼,东北,2室2厅1厨1卫,中楼层/共16层,中楼层,共16层,其他,两梯八户,有,70年,2018-03-21,普通住宅,满五年,
610,430,39450,番禺,华南碧桂园翠山蓝天苑,109,2001,塔楼,东北,3室2厅1厨2卫,高楼层/共8层,高楼层,共8层,精装,一梯四户,有,70年,2017-01-13,普通住宅,满五年,
611,380,37255,番禺,广州雅居乐花园浅山小筑,102,2010,塔楼,北,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,其他,一梯四户,有,70年,2018-04-07,普通住宅,满五年,
612,400,52918,天河,赛拉维,75.59,2006,塔楼,南,2室2厅1厨1卫,低楼层/共30层,低楼层,共30层,简装,三梯八户,有,70年,2017-07-10,普通住宅,满五年,
613,500,55593,海珠,海珠半岛花园,89.94,1997,塔楼,南,3室2厅1厨2卫,高楼层/共31层,高楼层,共31层,精装,三梯八户,有,70年,2018-03-12,普通住宅,满五年,
614,430,52204,海珠,保利花园君竹街,82.37,2000,塔楼,西北,3室2厅1厨1卫,低楼层/共18层,低楼层,共18层,简装,两梯四户,有,70年,2018-03-24,普通住宅,满五年,地铁
615,380,34628,天河,金燕花园,109.74,1999,塔楼,南,3室2厅1厨2卫,低楼层/共9层,低楼层,共9层,简装,一梯六户,无,70年,2018-01-21,普通住宅,满五年,地铁
616,278,36579,白云,富力桃园,76,2004,塔楼,西南,2室2厅1厨1卫,高楼层/共32层,高楼层,共32层,其他,三梯八户,有,70年,2018-02-26,普通住宅,满五年,
617,272,32772,白云,富力桃园,83,2004,塔楼,西南,2室1厅1厨1卫,低楼层/共30层,低楼层,共30层,其他,三梯八户,有,70年,2017-12-24,普通住宅,满五年,
618,290,34856,白云,富力桃园,83.2,2004,塔楼,西,2室2厅1厨1卫,中楼层/共30层,中楼层,共30层,其他,三梯八户,有,70年,2017-09-28,普通住宅,满五年,地铁
619,660,54745,海珠,光大花园,120.56,2003,塔楼,西南,3室2厅1厨2卫,高楼层/共33层,高楼层,共33层,精装,三梯六户,有,70年,2017-12-15,普通住宅,满五年,地铁
620,166.9,30001,白云,汇侨新城南区,55.61,2000,塔楼,东,2室1厅1厨1卫,高楼层/共16层,高楼层,共16层,精装,两梯十户,有,70年,2017-12-09,普通住宅,满五年,
621,365,33234,黄埔,保利林语山庄6区,109.83,,塔楼,西北,3室2厅1厨2卫,低楼层/共28层,低楼层,共28层,精装,两梯四户,有,70年,2017-04-18,普通住宅,满五年,地铁
622,380,39584,番禺,华南碧桂园翠山蓝天苑,96,2001,塔楼,南 北,3室2厅1厨1卫,低楼层/共7层,低楼层,共7层,精装,一梯四户,有,70年,2017-12-28,普通住宅,满五年,
623,235,32245,海珠,金影花园,72.88,1997,塔楼,南,2室1厅1厨1卫,高楼层/共8层,高楼层,共8层,其他,一梯八户,无,70年,2017-12-24,普通住宅,满五年,地铁
624,558,74400,天河,天誉华庭,75,2004,塔楼,东北,2室2厅1厨1卫,中楼层/共38层,中楼层,共38层,简装,三梯八户,有,70年,2018-01-15,普通住宅,满五年,地铁
625,850,72619,天河,芳草园,117.05,2004,塔楼,北,3室2厅1厨2卫,高楼层/共30层,高楼层,共30层,简装,三梯八户,有,70年,2017-06-29,普通住宅,满五年,
626,260,34667,白云,百顺台花园,75,1999,塔楼,西,2室1厅1厨1卫,高楼层/共16层,高楼层,共16层,其他,两梯八户,有,70年,2017-12-14,普通住宅,满五年,
