number,出售价,挂牌价,单价,行政区,小区,建筑面积,建筑类型,建成时间,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,成交时间,房屋用途,房屋年限,地铁,税收
891,585,603,46540,天河,祥龙花园,125.7,塔楼,1997,东南,4室2厅1厨2卫,中楼层 (共30层),中楼层,30,其他,两梯八户,有,70年,2018-01-21,普通住宅,暂无数据,地铁,
892,160,163,24946,海珠,乐居苑,64.14,塔楼,1998,东北,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯八户,无,70年,2018-01-21,普通住宅,暂无数据,地铁,
893,500,550,59524,天河,丽晶华庭,84,塔楼,1998,北,2室2厅1厨1卫,低楼层 (共30层),低楼层,30,简装,两梯十二户,有,70年,2018-01-21,普通住宅,暂无数据,地铁,
894,425,435,40616,海珠,好景花园,104.64,塔楼,1995,东北,3室2厅1厨1卫,低楼层 (共28层),低楼层,28,其他,两梯八户,有,70年,2018-01-21,普通住宅,暂无数据,地铁,
895,165,170,33951,黄埔,丰逸尚居,48.6,塔楼,2012,南,1室1厅1厨1卫,低楼层 (共29层),低楼层,29,其他,三梯七户,有,70年,2018-01-21,普通住宅,暂无数据,地铁,
896,99.8,100,21011,白云,景泰新村景泰东三巷,47.5,塔楼,2008,东 西,2室1厅0厨1卫,低楼层 (共9层),低楼层,9,其他,一梯五户,无,70年,2018-01-22,普通住宅,暂无数据,,
897,136,136,22208,荔湾,环市西路西站一街,61.24,板楼,1998,南,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯三户,无,70年,2018-01-22,普通住宅,满五年,地铁,房屋满五年
898,245,250,33086,荔湾,名汇商业大厦,74.05,塔楼,2002,东,2室1厅1厨1卫,高楼层 (共32层),高楼层,32,其他,三梯九户,有,70年,2018-01-22,普通住宅,暂无数据,地铁,
899,175,180,20996,增城,广州海伦堡,83.35,塔楼,2012,北,2室1厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯六户,有,70年,2018-01-22,普通住宅,暂无数据,,
900,188,196,26858,白云,汇侨新城北区,70,塔楼,2000,东,2室1厅1厨1卫,高楼层 (共17层),高楼层,17,精装,两梯十二户,有,70年,2018-01-22,普通住宅,暂无数据,,
901,267,268,30314,黄埔,万科新里程,88.08,塔楼,2009,北,3室2厅1厨1卫,低楼层 (共25层),低楼层,25,其他,两梯六户,有,70年,2018-01-22,普通住宅,暂无数据,地铁,
902,329,338,43222,海珠,顺景雅苑,76.12,塔楼,2000,北,2室2厅1厨1卫,中楼层 (共13层),中楼层,13,简装,一梯六户,有,70年,2018-01-22,普通住宅,暂无数据,地铁,
903,220,232,31765,海珠,保利红棉花园,69.26,塔楼,1997,南,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯五户,无,70年,2018-01-22,普通住宅,暂无数据,地铁,
904,150,168,19860,越秀,粮油宿舍,75.53,塔楼,1996,西南,3室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯五户,无,70年,2018-01-22,普通住宅,暂无数据,,
905,398,402.3,42545,白云,岭南新世界,93.55,塔楼,2008,西,3室1厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯三户,有,70年,2018-01-22,普通住宅,暂无数据,,
906,239,250,30943,海珠,前进路,77.24,塔楼,未知,西北,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,简装,一梯六户,无,70年,2018-01-22,普通住宅,满五年,地铁,房屋满五年
907,735,760,58334,海珠,泓景花园,126,塔楼,2007,西南,3室2厅1厨1卫,中楼层 (共32层),中楼层,32,简装,三梯六户,有,70年,2018-01-22,普通住宅,暂无数据,地铁,
908,246,250.4,39310,白云,时代花园,62.58,塔楼,1999,南,2室2厅1厨2卫,中楼层 (共15层),中楼层,15,其他,两梯八户,有,70年,2018-01-22,普通住宅,暂无数据,,
909,148,150,16781,番禺,美心花园,88.2,塔楼,1999,南,3室2厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯两户,无,70年,2018-01-22,普通住宅,暂无数据,,
910,29.4,35,12783,海珠,石岗路,23,塔楼,未知,南,1室1厅0厨1卫,高楼层 (共8层),高楼层,8,简装,一梯两户,无,70年,2018-01-22,普通住宅,暂无数据,地铁,
911,91,100,28689,越秀,麓景路上塘街,31.72,塔楼,1994,南 北,1室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯四户,无,70年,2018-01-22,普通住宅,暂无数据,地铁,
912,285,290,31667,白云,金碧新城,90,塔楼,2006,北,3室2厅1厨1卫,高楼层 (共32层),高楼层,32,其他,三梯八户,有,70年,2018-01-22,普通住宅,暂无数据,,
913,259,260,29452,荔湾,芳园居教师新村,87.94,塔楼,1998,南,3室2厅1厨1卫,高楼层 (共25层),高楼层,25,其他,两梯八户,有,70年,2018-01-22,普通住宅,暂无数据,,
914,188,195,23500,白云,汇侨新城南区,80,塔楼,2000,东,3室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯两户,无,70年,2018-01-22,普通住宅,暂无数据,,
915,336,350,27931,番禺,祈福新村康怡居,120.3,板楼,1995,北,4室2厅1厨2卫,中楼层 (共6层),中楼层,6,其他,一梯四户,无,70年,2018-01-23,普通住宅,暂无数据,,
916,160,165,26386,白云,晓景苑,60.64,塔楼,1998,东南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2018-01-23,普通住宅,暂无数据,,
917,560,575,65852,越秀,富力御龙庭,85.04,塔楼,2004,西,2室1厅1厨1卫,低楼层 (共27层),低楼层,27,简装,两梯八户,有,70年,2018-01-22,普通住宅,暂无数据,地铁,
918,249.8,250,24980,增城,碧桂园凤凰城凤馨苑,100,塔楼,2002,南,3室2厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯四户,有,70年,2018-01-23,普通住宅,暂无数据,,
919,187,190,24130,番禺,祈福新村E区,77.5,板楼,1995,北,2室2厅1厨1卫,高楼层 (共4层),高楼层,4,其他,一梯一户,无,70年,2018-01-23,普通住宅,暂无数据,,
920,278,280,31955,白云,富力桃园,87,塔楼,2004,北,2室2厅1厨1卫,高楼层 (共30层),高楼层,30,精装,三梯六户,有,70年,2018-01-22,普通住宅,满五年,,房屋满五年
921,156,156,22034,白云,紫薇苑,70.8,塔楼,1998,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯八户,无,70年,2018-01-23,普通住宅,暂无数据,,
922,738,760,84228,天河,中海璟晖华庭,87.62,塔楼,2007,北,2室2厅1厨1卫,中楼层 (共32层),中楼层,32,简装,三梯四户,有,70年,2018-01-23,普通住宅,暂无数据,地铁,
923,130,130,21104,荔湾,芳村大道中石围塘,61.6,塔楼,未知,东南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,暂无数据,70年,2018-01-23,普通住宅,暂无数据,,
924,149,155,19780,越秀,粮油宿舍,75.33,塔楼,1996,南,2室2厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯五户,无,70年,2018-01-23,普通住宅,暂无数据,,
925,350,360,28226,番禺,祈福新村倚湖湾,124,塔楼,2006,南,3室2厅1厨2卫,低楼层 (共33层),低楼层,33,精装,三梯七户,有,70年,2018-01-23,普通住宅,暂无数据,,
926,192,200,27390,番禺,丽江花园康城居,70.1,塔楼,1999,东北,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,简装,一梯八户,有,70年,2018-01-23,普通住宅,暂无数据,,
927,150,158,16854,番禺,富庭雅园南区,89,塔楼,未知,西南,3室2厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,暂无数据,70年,2018-01-23,普通住宅,暂无数据,,
928,282,290,39469,海珠,金碧花园第一金碧,71.45,塔楼,2000,东南,2室2厅1厨1卫,中楼层 (共22层),中楼层,22,简装,两梯六户,有,70年,2018-01-23,普通住宅,暂无数据,地铁,
929,33,40,19344,海珠,瑞康大厦,17.06,塔楼,1997,南 北,1室0厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯十一户,无,70年,2018-01-23,普通住宅,暂无数据,地铁,
930,138,140,31357,荔湾,隆庆小区,44.01,塔楼,1999,南,1室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯七户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
931,168,175,27728,黄埔,荔园小区,60.59,塔楼,1995,南 北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
932,166,160,21843,海珠,新港西路116号大院,76,塔楼,未知,北,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯六户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
933,211,215,21717,番禺,庄士映蝶蓝湾二期,97.16,塔楼,未知,南,2室2厅1厨2卫,中楼层 (共20层),中楼层,20,其他,一梯两户,暂无数据,70年,2018-01-24,普通住宅,暂无数据,,
934,235,240,34058,黄埔,金碧世纪花园,69,塔楼,2004,东北,2室2厅1厨1卫,中楼层 (共32层),中楼层,32,简装,两梯八户,有,70年,2018-01-24,普通住宅,暂无数据,,
935,145,150,27124,番禺,广州星河湾,53.46,塔楼,2003,北,1室1厅1厨1卫,中楼层 (共18层),中楼层,18,其他,三梯三十六户,有,70年,2018-01-24,普通住宅,暂无数据,,
936,143,145,27500,海珠,英豪花园一期,52,塔楼,2005,北,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
937,380,385,44187,白云,岭南新世界,86,塔楼,2001,南,2室1厅1厨1卫,中楼层 (共16层),中楼层,16,其他,两梯四户,有,70年,2018-01-24,普通住宅,暂无数据,,
938,155,160,31000,越秀,保利中环广场,50,塔楼,2009,东,2室1厅1厨1卫,高楼层 (共36层),高楼层,36,其他,三梯二十户,有,50年,2018-01-24,商住两用,暂无数据,地铁,
939,180,178,29089,海珠,榕苑,61.88,塔楼,1997,西南,2室2厅1厨1卫,低楼层 (共8层),低楼层,8,其他,一梯五户,无,70年,2018-01-25,普通住宅,暂无数据,地铁,
940,155,160,30603,越秀,保利中环广场,50.65,塔楼,2009,东,2室1厅1厨1卫,高楼层 (共36层),高楼层,36,其他,三梯二十户,有,50年,2018-01-24,商住两用,暂无数据,地铁,
941,300,316,24829,番禺,敏建·锦绣世家,120.83,塔楼,2014,南,3室2厅1厨2卫,高楼层 (共18层),高楼层,18,其他,两梯六户,有,70年,2018-01-25,普通住宅,满两年,,
942,611.8,650,37534,番禺,广州雅居乐花园十年小雅,163,塔楼,2010,东南,4室2厅1厨3卫,高楼层 (共31层),高楼层,31,其他,两梯四户,有,70年,2018-01-25,普通住宅,暂无数据,地铁,
943,290,268.8,33438,番禺,南国奥林匹克花园悉尼,86.73,塔楼,2006,南,3室2厅1厨2卫,低楼层 (共18层),低楼层,18,其他,两梯四户,有,70年,2018-01-24,普通住宅,暂无数据,地铁,
944,98,105,19569,白云,海云大厦,50.08,塔楼,1997,东,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2018-01-25,普通住宅,暂无数据,,
945,168.8,175,25491,海珠,新港西路立新东街,66.22,塔楼,1996,西,3室1厅1厨1卫,低楼层 (共9层),低楼层,9,简装,一梯三户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
946,355,360,30085,番禺,南国奥林匹克花园洛杉矶,118,板楼,2006,南,3室2厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯两户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
947,230,230,25000,黄埔,龙光峰景华庭,92,塔楼,2009,东北,3室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯六户,有,70年,2018-01-24,普通住宅,满五年,,房屋满五年
948,190,207,17344,白云,广东美术馆宿舍,109.55,塔楼,1998,南 北,6室2厅1厨1卫,高楼层 (共10层),高楼层,10,简装,一梯四户,无,70年,2018-01-24,普通住宅,暂无数据,,
949,552,570,46528,荔湾,恒荔湾畔,118.64,塔楼,2008,东北,3室2厅1厨2卫,中楼层 (共31层),中楼层,31,精装,三梯八户,有,70年,2018-01-24,普通住宅,暂无数据,地铁,
950,103,105,24385,白云,白云雅苑云雅大街,42.24,塔楼,2006,北,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯三户,无,70年,2018-01-24,普通住宅,满两年,,
951,218,230,27048,番禺,美心翡翠明庭,80.6,塔楼,2003,北,2室2厅1厨1卫,高楼层 (共16层),高楼层,16,其他,两梯四户,有,70年,2018-01-24,普通住宅,暂无数据,,
952,128,135,22833,白云,得宝花园,56.06,塔楼,2000,南,2室1厅0厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2018-01-24,普通住宅,暂无数据,,
953,120,122,21053,增城,碧桂园凤凰城凤晴苑,57,塔楼,2002,南,1室0厅1厨1卫,高楼层 (共28层),高楼层,28,其他,两梯三十七户,有,70年,2018-01-24,普通住宅,暂无数据,,
954,100,105,28051,海珠,南华东路,35.65,塔楼,1998,东,2室1厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯三户,暂无数据,70年,2018-01-24,普通住宅,暂无数据,地铁,
955,150,160,22196,海珠,缝纫机厂宿舍,67.58,塔楼,1993,南,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯两户,无,70年,2018-01-25,普通住宅,暂无数据,地铁,
956,133,138,23404,海珠,南箕花苑,56.83,塔楼,2001,东南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯十一户,无,70年,2018-01-25,普通住宅,满五年,地铁,房屋满五年
957,240,246,34096,海珠,大江苑南贤大街,70.39,塔楼,1997,北,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯三户,无,70年,2018-01-25,普通住宅,暂无数据,地铁,
958,251,230,29530,海珠,怡乐花园,85,塔楼,1997,东,2室2厅0厨1卫,高楼层 (共9层),高楼层,9,其他,一梯五户,无,70年,2018-01-25,普通住宅,暂无数据,,
959,357,365,48244,越秀,永泰路,74,塔楼,未知,南 北,3室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯四户,无,70年,2018-01-24,普通住宅,暂无数据,地铁,
960,166,180,19821,荔湾,芳园居教师新村,83.75,塔楼,1998,南 北,3室2厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2018-01-25,普通住宅,暂无数据,,
961,173,190,24522,白云,广园云苑新村,70.55,塔楼,1999,北,2室1厅1厨2卫,低楼层 (共9层),低楼层,9,其他,一梯六户,无,70年,2018-01-25,普通住宅,暂无数据,,
962,148,180,16151,花都,祈福都会花园,91.64,塔楼,未知,南,3室2厅1厨2卫,中楼层 (共11层),中楼层,11,其他,一梯六户,有,70年,2018-01-25,普通住宅,暂无数据,,
963,193,195,21405,增城,翡翠绿洲森林半岛,90.17,塔楼,2011,西,2室2厅1厨1卫,低楼层 (共11层),低楼层,11,其他,一梯六户,有,70年,2018-01-25,普通住宅,暂无数据,,
964,158,160,21294,越秀,横枝岗路田寮街,74.2,板楼,未知,南,2室2厅1厨2卫,高楼层 (共6层),高楼层,6,其他,一梯一户,暂无数据,70年,2018-01-25,普通住宅,暂无数据,,
965,171.3,185,28082,白云,景泰新村景泰西七巷,61,塔楼,2008,南,3室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯两户,无,70年,2018-01-25,普通住宅,暂无数据,,
966,159.5,165,27687,黄埔,丰乐小区,57.61,塔楼,1990,西,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,简装,一梯三户,无,70年,2018-01-25,普通住宅,暂无数据,地铁,
967,283,288,36994,番禺,广州雅居乐花园雅悦庭,76.5,塔楼,2010,西南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯六户,有,70年,2018-01-25,普通住宅,暂无数据,,
968,406,420,38087,番禺,广州雅居乐花园剑桥郡,106.6,塔楼,2010,西南,3室2厅1厨1卫,低楼层 (共30层),低楼层,30,其他,两梯六户,有,70年,2018-01-25,普通住宅,暂无数据,地铁,
969,343,352,44207,海珠,金碧花园第三金碧,77.59,塔楼,2000,北,2室2厅1厨1卫,高楼层 (共32层),高楼层,32,简装,两梯六户,有,70年,2018-01-25,普通住宅,暂无数据,,
970,96.5,100,16089,白云,合益小区,59.98,塔楼,未知,北,2室1厅0厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2018-01-26,普通住宅,满两年,,
971,93,93,13677,番禺,万丰路,68,塔楼,未知,西,3室2厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯三户,无,70年,2018-01-25,普通住宅,暂无数据,,
972,161.5,165,24470,番禺,祈福新村A区,66,板楼,1995,北,2室2厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯一户,无,70年,2018-01-26,普通住宅,暂无数据,,
973,458,470,41036,海珠,金碧花园第三金碧,111.61,塔楼,2000,南,3室2厅1厨2卫,低楼层 (共26层),低楼层,26,简装,两梯六户,有,70年,2018-01-26,普通住宅,暂无数据,,
974,134,134,20000,天河,水荫路永福正街,67,塔楼,未知,东南,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯四户,无,70年,2018-01-25,普通住宅,暂无数据,地铁,
975,128,140,15113,番禺,大北路仓边大街,84.7,板楼,未知,南,3室2厅1厨1卫,低楼层 (共7层),低楼层,7,简装,一梯两户,暂无数据,70年,2018-01-26,普通住宅,暂无数据,地铁,
976,95,95,13572,花都,湖畔花园,70,塔楼,1995,东,2室2厅1厨1卫,中楼层 (共26层),中楼层,26,简装,两梯八户,有,70年,2018-01-26,普通住宅,暂无数据,,
977,385,400,37961,白云,时代玫瑰园,101.42,塔楼,2004,东北,3室2厅1厨1卫,中楼层 (共13层),中楼层,13,精装,两梯五户,有,70年,2018-01-26,普通住宅,满五年,地铁,房屋满五年
978,228,230,30494,荔湾,红棉苑南区,74.77,塔楼,1996,西南,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2018-01-26,普通住宅,暂无数据,地铁,
979,57,62,12667,白云,春庭花园,45,塔楼,1999,南,2室1厅1厨1卫,低楼层 (共2层),低楼层,2,其他,一梯二十五户,无,50年,2018-01-26,商住两用,暂无数据,地铁,
980,580,620,48979,天河,恒业大厦,118.42,塔楼,2006,南,4室2厅1厨2卫,中楼层 (共20层),中楼层,20,其他,两梯六户,有,70年,2018-01-26,普通住宅,满五年,,房屋满五年
981,208,215,31922,天河,南兴花园,65.16,塔楼,2004,西,2室2厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,无,70年,2018-01-27,普通住宅,暂无数据,,
982,119,120,25499,荔湾,幸福新村,46.67,板楼,1983,东南,2室1厅1厨1卫,高楼层 (共6层),高楼层,6,简装,一梯三户,无,70年,2018-01-26,普通住宅,暂无数据,地铁,
983,427,460,50236,越秀,法政路,85,板楼,未知,东,3室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯两户,无,70年,2018-01-26,普通住宅,满五年,地铁,房屋满五年
984,198,198,26991,海珠,前进路基立下道北街,73.36,塔楼,未知,北,2室2厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯六户,无,70年,2018-01-26,普通住宅,暂无数据,地铁,
985,172,172,21002,黄埔,石化生活区,81.9,塔楼,1976,南 北,3室2厅0厨1卫,高楼层 (共7层),高楼层,7,简装,一梯两户,无,70年,2018-01-26,普通住宅,满五年,地铁,房屋满五年
986,205,205,27703,番禺,祈福新村晓峰园,74,塔楼,2005,南,2室2厅1厨1卫,低楼层 (共35层),低楼层,35,其他,三梯八户,有,70年,2018-01-27,普通住宅,暂无数据,,
987,120,115,37500,越秀,西华路第一津街,32,塔楼,未知,南 北,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯十五户,暂无数据,70年,2018-01-27,普通住宅,暂无数据,,
988,160,160,25807,白云,民航小区康寿街,62,板楼,1995,南 北,2室1厅1厨1卫,高楼层 (共6层),高楼层,6,其他,一梯两户,无,70年,2018-01-27,普通住宅,暂无数据,,
989,319,320,35643,天河,中海康城,89.5,塔楼,2003,西北,2室2厅1厨1卫,低楼层 (共21层),低楼层,21,简装,两梯四户,有,70年,2018-01-27,普通住宅,暂无数据,地铁,
990,324,336,77143,天河,汇峰苑,42,塔楼,2008,东,1室0厅0厨1卫,高楼层 (共43层),高楼层,43,其他,四梯十二户,有,70年,2018-01-27,普通住宅,暂无数据,地铁,
991,342,350,37546,荔湾,保利公园九里,91.09,塔楼,2014,南,3室2厅1厨1卫,低楼层 (共32层),低楼层,32,其他,两梯四户,有,70年,2018-01-27,普通住宅,暂无数据,,
992,135,180,30000,海珠,华乐苑,45,塔楼,1999,南 北,3室2厅1厨2卫,中楼层 (共9层),中楼层,9,简装,一梯六户,无,70年,2018-01-27,普通住宅,暂无数据,地铁,
